feature,value,0,1,10,11,12,13,2,3,4,5,6,7,8,9,<s>
attn_0_0_outputs,0,1.2413832,-0.06747727,-0.3707748,-0.17657353,-0.14691171,-0.36701795,-0.46821043,-0.3428439,-0.33091384,-0.35099116,-0.008655914,-0.29807988,-0.10636941,-0.25273004,-0.38248414
attn_0_0_outputs,1,-0.21053798,1.0682673,-0.57403004,-0.09182365,-0.31796965,-0.4709654,-0.26849687,-0.099179454,-0.19467138,-0.2467468,-0.04587517,-0.03520739,-0.10908811,-0.2994922,-0.12123206
attn_0_0_outputs,10,-0.22840944,-0.055480838,1.2471797,-0.24904379,-0.09446755,-0.203846,-0.13774079,-0.10496543,-0.09904697,-0.28478876,-0.022837743,-0.1411185,0.021717232,-0.24563843,-0.30786526
attn_0_0_outputs,11,-0.049576,0.05393492,-0.31621543,1.2409292,-0.01354381,-0.1629073,-0.37067834,-0.11081089,-0.15518916,-0.057756815,-0.076867424,-0.16584615,-0.25700632,-0.14580719,-0.104736544
attn_0_0_outputs,12,-0.23187372,-0.22149646,-0.40947723,-0.19130819,1.5528902,-0.31297418,-0.34690866,-0.31750047,-0.2551051,-0.4382935,-0.077163234,-0.26370218,-0.2724104,-0.48145953,-0.4203599
attn_0_0_outputs,13,-0.116074234,-0.1473413,-0.3136656,-0.042513225,0.05305854,1.2544693,-0.4457177,-0.0972042,-0.35976526,-0.13679588,-0.21411447,-0.2727573,-0.14924921,-0.22474968,-0.3258952
attn_0_0_outputs,2,-0.30930024,-0.19687536,-0.4069178,-0.09289128,-0.24465965,-0.43369037,1.1328306,-0.11706139,-0.2525303,-0.4711968,-0.21630797,-0.4083082,-0.17842084,-0.32059467,-0.39277607
attn_0_0_outputs,3,0.1668651,-0.029544227,-0.0862303,0.02401948,0.044893645,-0.3095259,-0.43642488,1.2294515,-0.09375598,-0.26946235,0.055884976,-0.36284554,-0.0015667758,0.111108825,0.018673394
attn_0_0_outputs,4,-0.19256663,-0.06640752,-0.30220953,-0.05254605,-0.18182214,-0.14739926,-0.4148244,-0.059657358,1.3368596,-0.3376071,-0.31167278,-0.15567161,-0.2319426,-0.24100137,-0.20368274
attn_0_0_outputs,5,-0.091652155,-0.26998332,-0.20724106,-0.11080607,-0.24598838,-0.23817043,-0.39891538,0.0007902766,-0.33658054,1.2187499,0.00097355916,-0.20614661,-0.38426077,-0.3343552,-0.3316536
attn_0_0_outputs,6,-0.14318582,-0.10116825,-0.44955632,-0.25632524,-0.20386611,-0.37479308,-0.45363382,-0.3855261,-0.45547658,-0.23414524,1.3806636,-0.29929778,0.07911431,-0.41236475,-0.3810687
attn_0_0_outputs,7,-0.17449825,-0.087600105,-0.038629025,-0.0066429665,0.021623567,-0.0884896,-0.28409368,-0.03740964,-0.18315034,-0.3112538,-0.3429678,1.3187739,-0.18731661,-0.11189527,-0.3398344
attn_0_0_outputs,8,-0.021028318,0.07559369,-0.21831137,-0.22100466,-0.027350143,-0.21508998,-0.17462993,-0.13421726,-0.15633136,-0.3218547,-0.17270271,-0.3019385,1.5723038,-0.03705232,-0.08196463
attn_0_0_outputs,9,-0.08256635,-0.04113274,-0.32362133,-0.09153319,-0.12150746,-0.23613407,-0.2954218,-0.06971475,-0.2732073,-0.28522116,0.035473872,-0.2287168,-0.09460472,1.3797464,-0.22867827
attn_0_0_outputs,<pad>,0.04097944,-0.31466377,-0.48005608,-0.5678822,-0.29938132,0.35887966,0.268486,-0.11795303,0.22634572,-0.20635688,0.029899327,0.05362704,0.004343043,0.026711034,0.16851589
attn_0_0_outputs,<s>,-0.3807536,-0.36278912,-0.24702987,-0.5106735,-0.32434976,-0.56175226,-0.49149665,-0.22335786,-0.5771493,-0.39630798,-0.13838516,-0.46301657,-0.25394663,-0.12727062,0.77933836
attn_0_1_outputs,0,0.19568627,-0.038125813,0.12887199,0.21704164,-0.16205181,0.1257746,-0.078714915,0.09519117,0.18583621,0.1092313,0.06943159,0.045395408,0.07247997,0.22708613,-0.12587018
attn_0_1_outputs,1,-0.016191319,-0.12121276,0.15697627,0.14384149,-0.14345984,0.113729276,-0.14810622,0.005886959,0.22244346,-0.07656716,-0.07774006,-0.029071495,0.16776262,0.267424,0.1222346
attn_0_1_outputs,10,-0.003059536,0.0147550255,0.30948666,0.2138322,-0.13497184,0.14123976,-0.10922671,0.13737707,0.13911445,-0.010167734,0.017630951,-0.046366565,0.024103059,0.22010995,-0.131046
attn_0_1_outputs,11,-0.14884645,-0.05406037,-0.017913247,0.4002618,-0.2420874,0.024961123,-0.27692792,-0.049288966,0.070891425,-0.08969636,-0.10253963,-0.1143272,-0.0024050395,-0.040382996,-0.14616324
attn_0_1_outputs,12,-0.019444646,-0.06149496,0.047002696,0.13534091,0.26490366,0.07827581,-0.17143175,-0.04155162,0.069195695,0.019524433,-0.049465224,-0.07906899,0.053024612,0.15439917,-0.25749382
