feature,value,0,1,10,11,12,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,0.2826651,-1.8657426,-0.010751798,0.16968161,-0.036016516,0.20327775,0.4666799,-0.043654848,0.17553705,0.20054823,-0.03684075,0.04492022,0.16465342
attn_0_0_outputs,1,-0.6379103,3.3317378,-0.5211657,-0.5248049,-0.85934055,-0.61581045,-0.9951198,-0.785804,-0.7068091,-0.4374046,-0.58216083,-0.6496429,-0.53840506
attn_0_0_outputs,10,0.08012747,-1.8538941,0.5142579,0.29180807,-0.035951458,0.13036384,0.46903327,-0.077540904,0.122498736,0.14383593,0.22533958,0.17149931,0.33998063
attn_0_0_outputs,11,0.14464156,-1.6531897,0.073285826,0.35206062,-0.1136281,0.07181258,0.03708283,-0.20036934,0.09121027,-0.010041684,0.18457994,0.063563414,0.11817735
attn_0_0_outputs,12,0.061357345,-2.0121264,0.13851456,0.10524387,0.26537356,0.07175471,0.3287769,-0.19929789,0.016469322,0.13897027,-0.051321056,-0.045752354,0.18383406
attn_0_0_outputs,2,0.030249383,-1.8593106,0.027080696,0.12633468,0.10999077,0.27638513,0.4553653,-0.27016708,0.01755881,0.15121296,-0.069701776,-0.07942755,0.057907622
attn_0_0_outputs,3,-0.14172728,-2.3123856,-0.098743476,-0.14317627,-0.21251269,-0.31851432,1.5598054,-0.34223536,-0.15275536,-0.010599571,-0.3232059,-0.31702688,-0.077403866
attn_0_0_outputs,4,0.17380726,-1.7123835,0.13025273,0.033996087,-0.13864069,0.24683334,0.4276944,0.3447027,0.09007675,0.27290028,-0.05144357,0.04575686,0.30220106
attn_0_0_outputs,5,0.12101018,-1.72473,0.26337942,0.18959068,0.07064366,0.07134119,0.39237168,-0.0021038668,0.50643885,0.17293234,0.022257602,0.14542504,0.29356566
attn_0_0_outputs,6,-0.07383696,-1.6924322,-0.08085953,-0.009841658,-0.16539605,-0.05362304,-0.13650243,-0.2912686,-0.026564226,0.3539439,-0.095845856,-0.08546627,0.00074933295
attn_0_0_outputs,7,0.00441946,-1.8107554,0.23067458,0.045031924,-0.27174413,0.018578831,0.032922335,-0.10382704,0.23278193,-0.22767621,0.23120758,-0.031037254,0.01821508
