feature,value,0,1,10,11,12,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,-0.038225234,-0.32900786,-0.2140288,-0.17878339,-0.27613077,-0.28592446,-0.7230913,-0.24464609,-0.0786635,-0.31666282,-0.0318787,-0.017176637,-0.11543592
attn_0_0_outputs,1,-0.37239355,0.2576409,-0.3573971,-0.23953381,-0.13506813,-0.37894025,1.5372125,-0.4881337,-0.06178048,-0.6690286,0.13487518,0.3359689,-0.23871571
attn_0_0_outputs,10,-0.20029394,-0.60388786,0.010434233,-0.38194054,-0.28740445,-0.7018684,0.12568793,-1.0719864,0.03320063,-0.07574033,-0.0680687,0.24109775,-0.20767455
attn_0_0_outputs,11,-0.015225536,0.07468263,-0.057685044,0.027507612,0.0071624788,-0.018739544,-0.99793065,0.25643787,0.019841978,0.020816974,-0.06334693,0.057060145,0.07041106
attn_0_0_outputs,12,0.0005940248,-0.20174958,-0.0665337,-0.2812238,-0.1740645,-0.18823177,-0.60414606,-0.17950892,0.022345345,-0.3523026,0.0395598,0.06477278,-0.08782443
attn_0_0_outputs,2,-0.58988804,-0.3426624,-0.2924815,-0.46494696,-0.28511357,-0.37104538,0.49308717,-0.70700353,-0.029335557,-0.4085612,-0.05066645,0.048981246,-0.2463025
attn_0_0_outputs,3,-0.46321943,-0.02446696,-0.64856184,-0.29083908,-0.24789898,-0.461747,1.6419704,-0.647908,-0.0012374371,-0.8694348,-0.06912916,0.10844866,-0.3800977
attn_0_0_outputs,4,0.38635927,0.19545457,-0.5928097,0.42825487,0.1830871,0.33316407,-0.6557057,1.0709947,-0.08285814,0.6905061,0.06343018,-2.1933413,0.15937579
attn_0_0_outputs,5,-0.6407873,-0.084220864,-0.59389615,-0.31163338,-0.18575679,-0.4707466,1.3173697,-0.6456109,-0.0025873797,-0.80034137,-0.14222181,0.19897932,-0.4012328
attn_0_0_outputs,6,-0.48110074,-0.17921893,-0.52629316,-0.42726284,-0.20311956,-0.2492129,-0.4254426,-0.26086527,-0.0093384255,0.028384738,-0.29161805,-0.08805332,-0.28274688
attn_0_0_outputs,7,-0.3830708,-0.12510416,-0.39472374,-0.33626893,-0.197699,-0.13419461,-0.31326544,-0.24254069,-0.013761732,-0.08538963,-0.114828646,0.043085713,-0.14994496
attn_0_0_outputs,8,-0.38065627,-0.076686196,-0.3801949,-0.25573325,-0.0398558,-0.09253772,-0.27939558,-0.13516891,0.07024038,0.11826246,-0.13569917,0.15655836,-0.13264024
attn_0_0_outputs,9,-0.33743563,-0.085009865,-0.32918113,-0.3554484,-0.37582526,-0.52694815,0.5464264,-0.41462997,-0.11883183,-0.89655876,-0.16580778,-0.07674727,-0.21674545
attn_0_0_outputs,</s>,-0.16778862,-0.6243614,0.165139,-0.35796955,0.63616073,-0.09401905,-1.9014474,0.70354927,-0.72079307,0.46115682,-0.14517121,0.21376681,0.7086658
attn_0_0_outputs,<pad>,-0.3104354,-0.022883613,-0.5060651,-0.32920924,-0.21635422,-0.0914181,0.21724723,0.097747676,0.28081933,0.34679034,0.40562865,0.10086088,0.56103283
attn_0_0_outputs,<s>,-0.031113656,0.35711876,0.26876515,0.15643756,0.02752816,-0.021632457,-2.409817,0.36706096,0.3860803,-0.039693862,0.016305137,0.410043,0.10734426
attn_0_1_outputs,0,0.8893322,-0.07869225,-0.14283885,-0.20021191,-0.25437456,-0.124034606,-0.16696095,-0.25862342,-0.15789007,-0.24210753,-0.097245395,-0.16794555,-0.18505627
attn_0_1_outputs,1,-0.23451364,0.970004,-0.2846627,-0.38831615,-0.403066,-0.35682404,-0.26749066,-0.4208506,-0.44552207,-0.41617683,-0.38685533,-0.35574147,-0.29145676
attn_0_1_outputs,10,-0.08653676,-0.06218992,1.0863036,-0.24342163,-0.20378366,-0.16101635,-0.07126943,-0.32968384,-0.23760417,-0.16722313,-0.2495062,-0.17035817,-0.12914492
attn_0_1_outputs,11,-0.31139293,-0.21290816,-0.19377765,0.7972664,-0.33675927,-0.28896776,-0.27530676,-0.4249328,-0.3081287,-0.30101123,-0.25317255,-0.2299469,-0.22445546
attn_0_1_outputs,12,-0.22351791,-0.24389581,-0.2623637,-0.32235357,0.80764514,-0.29625857,-0.35386562,-0.37093884,-0.31630898,-0.28421336,-0.25180066,-0.37138963,-0.3163505
attn_0_1_outputs,2,-0.3039278,-0.23111062,-0.259987,-0.31724355,-0.3739521,0.8092078,-0.2731866,-0.4174637,-0.39550427,-0.21697156,-0.40773198,-0.33290452,-0.27937964
attn_0_1_outputs,3,-0.36664402,-0.2478433,-0.20934387,-0.3574709,-0.3008208,-0.26990774,0.87022924,-0.3708054,-0.32250297,-0.22767209,-0.25958037,-0.21958628,-0.23185943
attn_0_1_outputs,4,-0.14548396,0.09590335,0.007266695,-0.115408,-0.09489103,-0.055696283,-0.09311535,0.9230694,-0.10227093,-0.09510147,-0.14553039,-0.15334724,9.493303e-05
