feature,value,1,10,11,12,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,0.34925234,-0.8773036,-2.0468104,-1.9255925,0.7301036,0.857115,0.5534138,0.5483385,0.22753432,-0.034998618,-0.15744717,-0.5239212
attn_0_0_outputs,1,-0.33428702,-1.5251445,-1.5122141,-0.6938463,0.3817626,0.17017885,0.3313998,0.006693041,-0.09748834,-0.33791313,-0.3213168,-1.0502769
attn_0_0_outputs,10,-0.53796905,0.41026795,0.09092101,0.19529791,-0.12420757,0.06283106,0.21891846,0.14178929,0.23995732,0.06558604,0.64929414,0.22947337
attn_0_0_outputs,11,-0.65591806,0.13733795,-0.057438865,-0.11241995,-0.23804365,0.018195864,0.10744784,0.075476356,0.12266212,0.058234762,0.30543235,0.19966032
attn_0_0_outputs,12,-0.52101445,0.18414715,-0.27773252,-0.49022034,-0.13668852,0.09759852,0.101445705,0.1370033,0.123341344,0.018424435,0.43668932,0.115095615
attn_0_0_outputs,13,-0.9664386,0.8239167,1.0664457,-2.960586,-0.52679026,-0.24727106,-0.060770538,0.14496127,0.20093681,0.45980597,0.7800329,0.8200767
attn_0_0_outputs,14,-1.1416724,1.8364948,1.423673,-1.0015098,-0.631628,-0.3624462,-0.09091679,0.11899685,0.2788398,0.5289519,1.2348135,0.7314747
attn_0_0_outputs,15,-1.0237267,1.3465588,1.6241218,-0.15182872,-0.44130734,-0.018300282,-0.05494578,0.4198667,0.54936445,0.55039835,1.1324724,0.58231705
attn_0_0_outputs,2,0.21851699,-1.7101562,-1.8968384,-0.5136028,0.34444207,0.4433737,0.48867834,0.01778829,0.03851066,-0.3191272,-0.7987765,-1.2442832
attn_0_0_outputs,3,-0.38032076,0.29609036,-0.5195587,-2.3418813,-0.011776913,0.34948033,0.50989985,0.1557339,0.59297115,0.24347939,0.6909046,0.20549963
attn_0_0_outputs,4,-0.5126169,0.23820792,0.003688764,-1.1665338,0.1034119,0.086112976,0.32931316,0.20097975,0.24804538,0.12732597,0.50616336,-0.005702141
attn_0_0_outputs,5,-0.2572237,0.7201829,0.2964366,0.16266163,0.14361344,0.53671104,0.43658447,0.505095,0.5923544,0.5634584,0.87436694,0.5570804
attn_0_0_outputs,6,-0.45546338,0.35040298,-0.040323023,-0.13007718,-0.08773244,0.22868367,0.2766662,0.25191987,0.33600792,0.24348961,0.53822356,0.25251737
