feature,value,0,1,10,11,12,13,2,3,4,5,6,7,8,9,<s>
attn_0_0_outputs,0,0.99704975,-0.025573255,-0.3148204,-0.2269838,0.19564453,-0.06623254,0.04434852,-0.043409638,0.00498695,-0.18879397,0.1998647,0.10087834,0.0026928824,-0.009959911,-0.2839691
attn_0_0_outputs,1,-0.046732035,1.1667438,-0.2466722,-0.47504815,-0.0944014,-0.057434287,-0.06523224,-0.2062866,-0.13957486,-0.38997248,-0.05833531,-0.06806948,-0.014005769,-0.25341764,-0.46276772
attn_0_0_outputs,10,-0.217844,-0.10937684,0.9122886,-0.26703933,0.0011398466,-0.11919768,-0.022318263,-0.045810837,-0.09931864,-0.42190215,-0.049508955,-0.08530604,-0.019751688,-0.032767218,-0.3246136
attn_0_0_outputs,11,-0.117886886,0.020750005,-0.3821036,1.4116747,0.07033555,0.06302649,0.2589629,-0.054059587,0.1980751,-0.08649203,0.16199988,0.22889765,0.056254894,0.030959925,-0.16713125
attn_0_0_outputs,12,-0.015357236,-0.0022745496,-0.21464749,-0.17688142,1.2112316,-0.08410618,0.00025207468,-0.08302621,-0.0146983955,-0.13930793,-0.16925648,0.1298288,-0.05805657,-0.15763976,-0.25743103
attn_0_0_outputs,13,-0.02991719,-0.15566358,-0.2032423,-0.20524211,-0.029273648,0.6995563,-0.018841762,-0.18551834,-0.0046995752,-0.33861768,-0.089278705,-0.03283112,-0.11255347,-0.11880017,-0.21410263
attn_0_0_outputs,2,-0.10966445,0.035382,-0.28881207,-0.10166304,0.041337118,-0.13421734,0.88994634,-0.05246873,-0.039681874,-0.26323703,-0.119540446,-0.00071631675,-0.17595986,-0.05546794,-0.21608225
attn_0_0_outputs,3,0.025264768,-0.034256514,-0.27990907,-0.22409295,-0.055143584,-0.021044467,-0.023256695,1.0019692,-0.11890596,-0.2895785,-0.096848376,0.037046496,-0.088419445,-0.2296496,-0.34780672
attn_0_0_outputs,4,0.09983755,0.018150374,-0.24717173,-0.09951982,-0.021196548,0.053297445,0.081590265,-0.15789491,1.1452568,-0.3868434,-0.07242468,0.16720012,-0.054648574,-0.037502576,-0.2845098
attn_0_0_outputs,5,0.08203418,-0.058936786,-0.33280146,-0.14945453,0.13496774,0.01526104,-0.053568646,0.0022689388,-0.32008135,0.8343408,0.16914546,0.07273979,0.10469847,-0.059334632,-0.26012757
attn_0_0_outputs,6,0.0074297097,-0.16129145,-0.33116338,-0.28648195,-0.14568526,0.019549614,-0.14115448,-0.16379584,-0.11285306,-0.27277628,0.99047905,-0.08728562,-0.1510109,-0.2494207,-0.3235544
attn_0_0_outputs,7,0.07298052,0.21304151,-0.28009233,-0.14491364,0.11589941,-0.0011863544,0.04401482,-0.018208671,0.07810386,-0.14329295,0.116406776,0.8982779,0.08330568,0.09222962,-0.29512736
attn_0_0_outputs,8,0.0962014,0.033229347,-0.14296739,-0.036296297,0.13537447,0.03453356,-0.31326666,-0.007893293,0.052759703,-0.12884097,0.05097422,-0.013550399,1.304525,-0.090693064,-0.35403845
attn_0_0_outputs,9,0.009234734,0.032921787,-0.20471191,-0.16311207,0.03917366,0.045972627,-0.010439495,-0.282966,-0.051688302,-0.17889042,-0.087512046,-0.04349583,-0.011615995,1.0619438,-0.33115637
attn_0_0_outputs,<pad>,-0.5598692,-0.42245737,-0.3826148,-0.0058726408,0.2397756,-0.1503,-0.07018486,0.04857931,0.23644048,-0.25891382,-0.13472654,0.084447086,-0.17789982,0.17095904,-0.10008338
attn_0_0_outputs,<s>,-0.032588836,-0.019847728,-0.38078186,-0.0053514256,-0.16499121,-0.037983976,-0.23101825,-0.1264384,-0.11154157,-0.23532341,0.14871533,-0.194975,-0.15083212,0.013661654,0.5119908
attn_0_1_outputs,0,1.3538803,-0.021775229,-0.033452306,-0.014194664,-0.05950657,-0.039781127,-0.026463496,0.021932146,-0.008830537,-0.19301705,-0.11223163,-0.08571483,0.018598167,0.22387017,-0.15153794
attn_0_1_outputs,1,-0.15279706,1.3221697,-0.2723787,-0.23319899,-0.26098788,0.014180696,-0.058537412,-0.2649682,0.14061028,-0.10011869,-0.10014482,-0.09243916,-0.052261285,0.020919919,-0.2249899
attn_0_1_outputs,10,-0.18587674,-0.2738855,1.2275681,0.0695525,-0.19064236,-0.10271626,-0.10965233,-0.17051782,0.12611756,-0.23292075,-0.026627567,-0.16014943,0.008434216,0.041776486,-0.10361409
attn_0_1_outputs,11,-0.10300844,-0.37676913,-0.1105137,1.5607179,-0.18661276,-0.035499644,0.030073443,-0.026560763,0.110803016,-0.06916283,-0.07378924,-0.12359793,0.028542522,0.13476872,-0.186322
attn_0_1_outputs,12,-0.26687974,-0.24547638,-0.15391947,-0.1966902,1.1524732,-0.086164914,-0.19271898,-0.26194236,-0.064605676,-0.20225078,-0.20654203,-0.15619667,-0.26901788,-0.036504462,-0.1655447
attn_0_1_outputs,13,-0.35478577,-0.23182498,-0.095514536,-0.06915327,-0.31907493,1.2659526,-0.15425728,-0.26518095,-0.1267183,-0.23083588,-0.20552398,-0.07410224,-0.10613748,0.06512234,-0.15955105
